tag_id,canonical_name,relation_count,audit_alias_count,completeness_score,bucket,missing_fields,has_def_short,has_def_long,alias_count,pos_examples_count,neg_examples_count,scope_includes_count,scope_excludes_count,has_notes_2d,has_notes_3d
env.v1_131.natural_light_patterns,Natural light patterns,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v1_132.spatial_density,Spatial density,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v1_133.social_density,Social density,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v1_134.perceived_crowding,Perceived crowding,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v1_135.visual_privacy,Visual privacy,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v1_136.acoustic_privacy,Acoustic privacy,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v1_137.territorial_definition,Territorial definition,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v1_138.seating_arrangement,Seating arrangement,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v1_139.collaboration_space_ratio,Collaboration space ratio,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v1_140.temperature_control,Temperature control,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v1_141.lighting_control,Lighting control,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v1_142.acoustic_control,Acoustic control,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v1_143.window_operation,Window operation,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v1_144.workspace_personalization,Workspace personalization,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v1_145.perceived_control,Perceived control,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_001.color_palette_hue_saturation_lightness_harmony_beyond_cct,Color palette hue/saturation/lightness harmony (beyond CCT),0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_002.warm_vs_cool_white_appearance_cct_and_perceived_coziness_activation_cajochen_et,"Warm vs cool white appearance (CCT) and perceived coziness/activation (Cajochen et al., 2005",0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_003.brightness_level_at_eye_vertical_illuminance_vs_task_plane,Brightness level at eye (vertical illuminance) vs task plane,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_004.brightness_gradients_and_brightness_contrast_ratios,Brightness gradients and brightness contrast ratios,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_005.daylight_presence_sky_view_and_view_to_outside_content,"Daylight presence, sky view, and view-to-outside content",0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_006.glare_source_count,Glare source count,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_007.flicker_temporal_modulation_risk_cues_led_drivers,Flicker/temporal modulation risk cues (LED drivers,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_008.color_rendering_saturation_rendering,Color rendering / saturation rendering,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_009.shadow_softness_hardness,Shadow softness/hardness,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_010.lighting_control_cues_dimmers_blinds_task_lights,"Lighting control cues: dimmers, blinds, task lights",0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_011.evening_like_ambience_cues_vs_daytime_like_ambience_cues,Evening-like ambience cues vs daytime-like ambience cues,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_012.visual_privacy_via_lighting_backlit_silhouettes_vs_evenly_lit_faces,Visual privacy via lighting: backlit silhouettes vs evenly lit faces,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_013.high_contrast_spotlight_social_exposure_cues,High contrast ‘spotlight’ social exposure cues,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_014.presence_of_natural_light_patterns,Presence of natural light patterns,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_015.lighting_temperature_mismatch,Lighting ‘temperature mismatch’,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_067.ceiling_height_and_openness_processing_style,Ceiling height and openness (processing style,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_068.room_scale_cues,Room scale cues,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_069.enclosure_ratio_wall_to_window_balance,Enclosure ratio: wall-to-window balance,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_070.prospect_refuge_ability_to_see_without_being_seen,Prospect–refuge: ability to see without being seen,4,10,100,P2,,True,True,10,3,3,5,3,True,True
env.v2a_071.exit_visibility_and_path_to_exit_complexity,Exit visibility and path-to-exit complexity,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_072.blind_corners_vs_transparent_partitions,Blind corners vs transparent partitions,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_073.distance_to_others,Distance to others,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_074.wayfinding_legibility_straight_sightlines,Wayfinding legibility: straight sightlines,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_075.spatial_complexity_branching_corridors_vs_simple_loops,Spatial complexity: branching corridors vs simple loops,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_076.perceived_territoriality_defined_zones_vs_ambiguous_shared_space,Perceived territoriality: defined zones vs ambiguous shared space.,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_077.barrier_permeability_half_walls_vs_full_walls,Barrier permeability: half-walls vs full walls,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_078.visual_access_to_outdoors_nature_as_escape_affordance,Visual access to outdoors/nature as ‘escape’ affordance.,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_079.seating_prospect_facing_entrance_vs_back_to_entrance,Seating prospect: facing entrance vs back to entrance,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_080.verticality_cues,Verticality cues,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_081.personal_safety_affordances_lighting_in_corners,Personal safety affordances: lighting in corners,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_082.curvature_prevalence_vs_sharp_angles,Curvature prevalence vs sharp angles,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_083.symmetry_and_regularity,Symmetry and regularity,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_084.fractal_self_similar_edge_statistics,Fractal/self-similar edge statistics,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_085.clutter_disorder_object_density_occlusion_surface_coverage,"Clutter/disorder: object density, occlusion, surface coverage",0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_086.cleanliness_maintenance_stains_damage_wear,"Cleanliness/maintenance: stains, damage, wear",0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_087.color_diversity_and_saturation,Color diversity and saturation,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_088.texture_density,Texture density,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_089.artwork_density_and_semantic_content,Artwork density and semantic content,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_090.naturalness_of_materials,Naturalness of materials,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_091.visual_complexity_gradients,Visual complexity gradients,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_092.signage_density_informational_load,Signage density (informational load,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_093.visual_affordances_for_organization,Visual affordances for organization,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_094.orderliness_of_lines_alignment,Orderliness of lines: alignment,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_095.perceptual_mystery_cues,Perceptual ‘mystery’ cues,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_096.visible_vegetation_quantity_proximity_and_distribution,"Visible vegetation quantity, proximity, and distribution",0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_097.window_view_content_greenery_sky_water_vs_built_up,"Window view content: greenery, sky, water vs built-up",0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_098.natural_materials_wood_stone,Natural materials: wood/stone,2,8,100,P2,,True,True,8,3,3,4,3,True,True
env.v2a_099.blue_space,Blue-space,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_100.prospect_to_distant_views,Prospect to distant views,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_101.natural_ventilation_cues,Natural ventilation cues,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_102.natural_sound_sources,Natural sound sources,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_103.daylight_nature_coupling,Daylight + nature coupling,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_104.seasonal_cues,Seasonal cues,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_105.animal_presence_cues,Animal presence cues,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_106.sociopetal_seating,Sociopetal seating,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_107.density_crowding_proxies_chairs_per_area_people_present_queueing_lines,"Density/crowding proxies: chairs per area, people present, queueing lines",0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_108.surveillance_cues_cameras_exposed_workstations_panoramic_visibility,"Surveillance cues: cameras, exposed workstations, panoramic visibility",0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_109.privacy_cues_partitions_doors_curtains,"Privacy cues: partitions, doors, curtains",0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_110.territoriality_markers_name_plates,Territoriality markers: name plates,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_111.norm_cues_formal_vs_informal,Norm cues: formal vs informal,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_112.shared_resource_competition_cues,Shared-resource competition cues,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_113.social_mixing_affordances,Social mixing affordances,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_114.conflict_overhearing_risk_cues,Conflict/overhearing risk cues,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_115.waiting_time_cues,Waiting-time cues,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_116.user_controls_visible_and_accessible_dimmers_blinds_thermostats,"User controls visible and accessible: dimmers, blinds, thermostats",0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_117.furniture_adjustability_movable_chairs_tables,Furniture adjustability: movable chairs/tables,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_118.choice_richness_multiple_zones,Choice richness: multiple zones,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_119.personalization_affordances_pinboards,Personalization affordances: pinboards,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_120.policy_cues_restricting_control,Policy cues restricting control,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_121.control_over_privacy_doors,Control over privacy: doors,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_122.control_over_sound_headsets,Control over sound: headsets,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_123.control_over_thermal_fans,Control over thermal: fans,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_124.control_over_lighting_task_lamps,Control over lighting: task lamps,0,0,100,P2,,True,True,8,3,3,3,3,True,True
env.v2a_125.information_control_clear_wayfinding_reduces_uncertainty,Information control: clear wayfinding reduces uncertainty.,0,0,100,P2,,True,True,8,3,3,3,3,True,True
fluency.symmetry,Symmetry,0,0,100,P2,,True,True,8,3,3,3,3,True,True
isovist.area_25d,Area 25D,0,0,100,P2,,True,True,8,3,3,3,3,True,True
isovist.compactness_25d,Compactness 25D,0,0,100,P2,,True,True,8,3,3,3,3,True,True
isovist.confidence,Confidence,0,0,100,P2,,True,True,8,3,3,3,3,True,True
material.glass_coverage,Glass Coverage,0,0,100,P2,,True,True,8,3,3,3,3,True,True
material.metal_coverage,Metal Coverage,0,0,100,P2,,True,True,8,3,3,3,3,True,True
material.wood_coverage,Wood Coverage,0,0,100,P2,,True,True,8,3,3,3,3,True,True
materials.cues.brightness_mean,Brightness Mean,0,0,100,P2,,True,True,8,3,3,3,3,True,True
materials.cues.saturation_mean,Saturation Mean,0,0,100,P2,,True,True,8,3,3,3,3,True,True
materials.cues.specularity_proxy,Specularity Proxy,0,0,100,P2,,True,True,8,3,3,3,3,True,True
materials.cues.texture_variance,Texture Variance,0,0,100,P2,,True,True,8,3,3,3,3,True,True
materials.cues.value_mean,Value Mean,0,0,100,P2,,True,True,8,3,3,3,3,True,True
materials.substrate.plaster_gypsum,Plaster Gypsum,0,0,100,P2,,True,True,8,3,3,3,3,True,True
materials.substrate.stone_concrete,Stone Concrete,0,0,100,P2,,True,True,8,3,3,3,3,True,True
materials.substrate.tile_ceramic,Tile Ceramic,0,0,100,P2,,True,True,8,3,3,3,3,True,True
provenance.architect_kengo_kuma,Architect Kengo Kuma,0,0,100,P2,,True,True,8,3,3,3,3,True,True
provenance.architect_le_corbusier,Architect Le Corbusier,0,0,100,P2,,True,True,8,3,3,3,3,True,True
provenance.iconic_chair_barcelona,Iconic Chair Barcelona,0,0,100,P2,,True,True,8,3,3,3,3,True,True
provenance.iconic_chair_eames,Iconic Chair Eames,0,0,100,P2,,True,True,8,3,3,3,3,True,True
psych.coziness,Coziness,0,0,100,P2,,True,True,8,3,3,3,3,True,True
science.organized_complexity,Organized Complexity,0,0,100,P2,,True,True,8,3,3,3,3,True,True
science.organized_complexity_bin,Organized Complexity Bin,0,0,100,P2,,True,True,8,3,3,3,3,True,True
science.visual_richness,Visual Richness,0,0,100,P2,,True,True,8,3,3,3,3,True,True
science.visual_richness_bin,Visual Richness Bin,0,0,100,P2,,True,True,8,3,3,3,3,True,True
smell.concentration_dfa_exponent,Concentration Dfa Exponent,0,0,100,P2,,True,True,8,3,3,3,3,True,True
smell.intensity_rating,Intensity Rating,0,0,100,P2,,True,True,8,3,3,3,3,True,True
smell.pleasantness_rating,Pleasantness Rating,0,0,100,P2,,True,True,8,3,3,3,3,True,True
social.occupancy,Occupancy,0,0,100,P2,,True,True,8,3,3,3,3,True,True
social.privacy,Privacy,0,0,100,P2,,True,True,8,3,3,3,3,True,True
social.sociopetal,Sociopetal,0,0,100,P2,,True,True,8,3,3,3,3,True,True
sound.amplitude_fractal_dimension,Amplitude Fractal Dimension,0,0,100,P2,,True,True,8,3,3,3,3,True,True
sound.noise_color_beta,Noise Color Beta,0,0,100,P2,,True,True,8,3,3,3,3,True,True
sound.one_over_f_slope,One Over F Slope,0,0,100,P2,,True,True,8,3,3,3,3,True,True
sound.reverberation_rt60,Reverberation Rt60,0,0,100,P2,,True,True,8,3,3,3,3,True,True
spatial.central_openness,Central Openness,0,0,100,P2,,True,True,8,3,3,3,3,True,True
spatial.depth_contrast,Depth Contrast,0,0,100,P2,,True,True,8,3,3,3,3,True,True
spatial.depth_mean,Depth Mean,0,0,100,P2,,True,True,8,3,3,3,3,True,True
spatial.isovist_openness,Isovist Openness,0,0,100,P2,,True,True,8,3,3,3,3,True,True
spatial.refuge_quality,Refuge Quality,0,0,100,P2,,True,True,8,3,3,3,3,True,True
spatial.room_function.bathroom,Bathroom,0,0,100,P2,,True,True,8,3,3,3,3,True,True
spatial.room_function.bedroom,Bedroom,0,0,100,P2,,True,True,8,3,3,3,3,True,True
spatial.room_function.home_office,Home Office,0,0,100,P2,,True,True,8,3,3,3,3,True,True
spatial.room_function.kitchen,Kitchen,0,0,100,P2,,True,True,8,3,3,3,3,True,True
spatial.room_function.living_room,Living Room,0,0,100,P2,,True,True,8,3,3,3,3,True,True
spatial.visual_clutter,Visual Clutter,0,0,100,P2,,True,True,8,3,3,3,3,True,True
style.bohemian,Bohemian,0,0,100,P2,,True,True,8,3,3,3,3,True,True
style.farmhouse,Farmhouse,0,0,100,P2,,True,True,8,3,3,3,3,True,True
style.industrial,Industrial,0,0,100,P2,,True,True,8,3,3,3,3,True,True
style.japandi,Japandi,0,0,100,P2,,True,True,8,3,3,3,3,True,True
style.mid_century_modern,Mid Century Modern,0,0,100,P2,,True,True,8,3,3,3,3,True,True
style.minimalist,Minimalist,0,0,100,P2,,True,True,8,3,3,3,3,True,True
style.modern,Modern,0,0,100,P2,,True,True,8,3,3,3,3,True,True
style.modernity,Modernity,0,0,100,P2,,True,True,8,3,3,3,3,True,True
style.rustic,Rustic,0,0,100,P2,,True,True,8,3,3,3,3,True,True
style.scandinavian,Scandinavian,0,0,100,P2,,True,True,8,3,3,3,3,True,True
style.traditional,Traditional,0,0,100,P2,,True,True,8,3,3,3,3,True,True
tag.evidence_pointer,Evidence Pointer,0,0,100,P2,,True,True,8,3,3,3,3,True,True
tag.request_source,Request Source,0,0,100,P2,,True,True,8,3,3,3,3,True,True
texture.macro.contrast,Contrast,0,0,100,P2,,True,True,8,3,3,3,3,True,True
texture.macro.homogeneity,Homogeneity,0,0,100,P2,,True,True,8,3,3,3,3,True,True
texture.micro.contrast,Contrast,0,0,100,P2,,True,True,8,3,3,3,3,True,True
texture.micro.homogeneity,Homogeneity,0,0,100,P2,,True,True,8,3,3,3,3,True,True
touch.haptic_fractal_dimension,Haptic Fractal Dimension,0,0,100,P2,,True,True,8,3,3,3,3,True,True
touch.hardness_rating,Hardness Rating,0,0,100,P2,,True,True,8,3,3,3,3,True,True
touch.surface_roughness_spectrum_slope,Surface Roughness Spectrum Slope,0,0,100,P2,,True,True,8,3,3,3,3,True,True
