tag_id,canonical_name,namespace,extractability_class,sources,relation_count
env.v1_130.biomimetic_forms,Biomimetic forms,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_131.natural_light_patterns,Natural light patterns,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_132.spatial_density,Spatial density,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_133.social_density,Social density,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_134.perceived_crowding,Perceived crowding,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_135.visual_privacy,Visual privacy,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_136.acoustic_privacy,Acoustic privacy,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_137.territorial_definition,Territorial definition,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_138.seating_arrangement,Seating arrangement,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_139.collaboration_space_ratio,Collaboration space ratio,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_140.temperature_control,Temperature control,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_141.lighting_control,Lighting control,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_142.acoustic_control,Acoustic control,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_143.window_operation,Window operation,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_144.workspace_personalization,Workspace personalization,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v1_145.perceived_control,Perceived control,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_001.color_palette_hue_saturation_lightness_harmony_beyond_cct,Color palette hue/saturation/lightness harmony (beyond CCT),env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_002.warm_vs_cool_white_appearance_cct_and_perceived_coziness_activation_cajochen_et,"Warm vs cool white appearance (CCT) and perceived coziness/activation (Cajochen et al., 2005",env,mixed_computed,computed_metric;visual_2d;visual_3d,0
env.v2a_003.brightness_level_at_eye_vertical_illuminance_vs_task_plane,Brightness level at eye (vertical illuminance) vs task plane,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_004.brightness_gradients_and_brightness_contrast_ratios,Brightness gradients and brightness contrast ratios,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_005.daylight_presence_sky_view_and_view_to_outside_content,"Daylight presence, sky view, and view-to-outside content",env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_006.glare_source_count,Glare source count,env,mixed_sensor,computed_metric;metadata_reported;sensor_required;visual_2d;visual_3d,0
env.v2a_007.flicker_temporal_modulation_risk_cues_led_drivers,Flicker/temporal modulation risk cues (LED drivers,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_008.color_rendering_saturation_rendering,Color rendering / saturation rendering,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_009.shadow_softness_hardness,Shadow softness/hardness,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_010.lighting_control_cues_dimmers_blinds_task_lights,"Lighting control cues: dimmers, blinds, task lights",env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_011.evening_like_ambience_cues_vs_daytime_like_ambience_cues,Evening-like ambience cues vs daytime-like ambience cues,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_012.visual_privacy_via_lighting_backlit_silhouettes_vs_evenly_lit_faces,Visual privacy via lighting: backlit silhouettes vs evenly lit faces,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_013.high_contrast_spotlight_social_exposure_cues,High contrast ‘spotlight’ social exposure cues,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_014.presence_of_natural_light_patterns,Presence of natural light patterns,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_015.lighting_temperature_mismatch,Lighting ‘temperature mismatch’,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_067.ceiling_height_and_openness_processing_style,Ceiling height and openness (processing style,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_068.room_scale_cues,Room scale cues,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_069.enclosure_ratio_wall_to_window_balance,Enclosure ratio: wall-to-window balance,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_070.prospect_refuge_ability_to_see_without_being_seen,Prospect–refuge: ability to see without being seen,env,mixed_computed,computed_metric;visual_2d;visual_3d,4
env.v2a_071.exit_visibility_and_path_to_exit_complexity,Exit visibility and path-to-exit complexity,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_072.blind_corners_vs_transparent_partitions,Blind corners vs transparent partitions,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_073.distance_to_others,Distance to others,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_074.wayfinding_legibility_straight_sightlines,Wayfinding legibility: straight sightlines,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_075.spatial_complexity_branching_corridors_vs_simple_loops,Spatial complexity: branching corridors vs simple loops,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_076.perceived_territoriality_defined_zones_vs_ambiguous_shared_space,Perceived territoriality: defined zones vs ambiguous shared space.,env,mixed_computed,computed_metric;visual_2d;visual_3d,0
env.v2a_077.barrier_permeability_half_walls_vs_full_walls,Barrier permeability: half-walls vs full walls,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_078.visual_access_to_outdoors_nature_as_escape_affordance,Visual access to outdoors/nature as ‘escape’ affordance.,env,mixed_computed,computed_metric;visual_2d;visual_3d,0
env.v2a_079.seating_prospect_facing_entrance_vs_back_to_entrance,Seating prospect: facing entrance vs back to entrance,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_080.verticality_cues,Verticality cues,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_081.personal_safety_affordances_lighting_in_corners,Personal safety affordances: lighting in corners,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_082.curvature_prevalence_vs_sharp_angles,Curvature prevalence vs sharp angles,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_083.symmetry_and_regularity,Symmetry and regularity,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_084.fractal_self_similar_edge_statistics,Fractal/self-similar edge statistics,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_085.clutter_disorder_object_density_occlusion_surface_coverage,"Clutter/disorder: object density, occlusion, surface coverage",env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_086.cleanliness_maintenance_stains_damage_wear,"Cleanliness/maintenance: stains, damage, wear",env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_087.color_diversity_and_saturation,Color diversity and saturation,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_088.texture_density,Texture density,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_089.artwork_density_and_semantic_content,Artwork density and semantic content,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_090.naturalness_of_materials,Naturalness of materials,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_091.visual_complexity_gradients,Visual complexity gradients,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_092.signage_density_informational_load,Signage density (informational load,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_093.visual_affordances_for_organization,Visual affordances for organization,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_094.orderliness_of_lines_alignment,Orderliness of lines: alignment,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_095.perceptual_mystery_cues,Perceptual ‘mystery’ cues,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_096.visible_vegetation_quantity_proximity_and_distribution,"Visible vegetation quantity, proximity, and distribution",env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_097.window_view_content_greenery_sky_water_vs_built_up,"Window view content: greenery, sky, water vs built-up",env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_098.natural_materials_wood_stone,Natural materials: wood/stone,env,computed_metric,computed_metric,2
env.v2a_099.blue_space,Blue-space,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_100.prospect_to_distant_views,Prospect to distant views,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_101.natural_ventilation_cues,Natural ventilation cues,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_102.natural_sound_sources,Natural sound sources,env,mixed_sensor,computed_metric;metadata_reported;sensor_required;visual_2d;visual_3d,0
env.v2a_103.daylight_nature_coupling,Daylight + nature coupling,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_104.seasonal_cues,Seasonal cues,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_105.animal_presence_cues,Animal presence cues,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_106.sociopetal_seating,Sociopetal seating,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_107.density_crowding_proxies_chairs_per_area_people_present_queueing_lines,"Density/crowding proxies: chairs per area, people present, queueing lines",env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_108.surveillance_cues_cameras_exposed_workstations_panoramic_visibility,"Surveillance cues: cameras, exposed workstations, panoramic visibility",env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_109.privacy_cues_partitions_doors_curtains,"Privacy cues: partitions, doors, curtains",env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_110.territoriality_markers_name_plates,Territoriality markers: name plates,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_111.norm_cues_formal_vs_informal,Norm cues: formal vs informal,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_112.shared_resource_competition_cues,Shared-resource competition cues,env,mixed_sensor,computed_metric;metadata_reported;sensor_required;visual_2d;visual_3d,0
env.v2a_113.social_mixing_affordances,Social mixing affordances,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_114.conflict_overhearing_risk_cues,Conflict/overhearing risk cues,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_115.waiting_time_cues,Waiting-time cues,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_116.user_controls_visible_and_accessible_dimmers_blinds_thermostats,"User controls visible and accessible: dimmers, blinds, thermostats",env,mixed_sensor,computed_metric;metadata_reported;sensor_required;visual_2d;visual_3d,0
env.v2a_117.furniture_adjustability_movable_chairs_tables,Furniture adjustability: movable chairs/tables,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_118.choice_richness_multiple_zones,Choice richness: multiple zones,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_119.personalization_affordances_pinboards,Personalization affordances: pinboards,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_120.policy_cues_restricting_control,Policy cues restricting control,env,mixed_sensor,computed_metric;metadata_reported;sensor_required;visual_2d;visual_3d,0
env.v2a_121.control_over_privacy_doors,Control over privacy: doors,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_122.control_over_sound_headsets,Control over sound: headsets,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_123.control_over_thermal_fans,Control over thermal: fans,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_124.control_over_lighting_task_lamps,Control over lighting: task lamps,env,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
env.v2a_125.information_control_clear_wayfinding_reduces_uncertainty,Information control: clear wayfinding reduces uncertainty.,env,mixed_computed,computed_metric;visual_2d;visual_3d,0
fluency.symmetry,Symmetry,fluency,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
isovist.area_25d,Area 25D,isovist,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
isovist.compactness_25d,Compactness 25D,isovist,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
isovist.confidence,Confidence,isovist,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
material.glass_coverage,Glass Coverage,material,mixed_visual,visual_2d;visual_3d,0
material.metal_coverage,Metal Coverage,material,mixed_visual,visual_2d;visual_3d,0
material.wood_coverage,Wood Coverage,material,mixed_visual,visual_2d;visual_3d,0
materials.cues.brightness_mean,Brightness Mean,materials,mixed_visual,visual_2d;visual_3d,0
materials.cues.saturation_mean,Saturation Mean,materials,mixed_visual,visual_2d;visual_3d,0
materials.cues.specularity_proxy,Specularity Proxy,materials,mixed_visual,visual_2d;visual_3d,0
materials.cues.texture_variance,Texture Variance,materials,mixed_visual,visual_2d;visual_3d,0
materials.cues.value_mean,Value Mean,materials,mixed_computed,computed_metric;visual_2d;visual_3d,0
materials.substrate.plaster_gypsum,Plaster Gypsum,materials,mixed_visual,visual_2d;visual_3d,0
materials.substrate.stone_concrete,Stone Concrete,materials,mixed_visual,visual_2d;visual_3d,0
materials.substrate.tile_ceramic,Tile Ceramic,materials,mixed_visual,visual_2d;visual_3d,0
provenance.architect_kengo_kuma,Architect Kengo Kuma,provenance,mixed_metadata,metadata_reported;visual_2d;visual_3d,0
provenance.architect_le_corbusier,Architect Le Corbusier,provenance,mixed_metadata,metadata_reported;visual_2d;visual_3d,0
provenance.iconic_chair_barcelona,Iconic Chair Barcelona,provenance,mixed_metadata,metadata_reported;visual_2d;visual_3d,0
provenance.iconic_chair_eames,Iconic Chair Eames,provenance,mixed_metadata,metadata_reported;visual_2d;visual_3d,0
psych.coziness,Coziness,psych,mixed_metadata,metadata_reported;visual_2d;visual_3d,0
science.organized_complexity,Organized Complexity,science,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
science.organized_complexity_bin,Organized Complexity Bin,science,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
science.visual_richness,Visual Richness,science,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
science.visual_richness_bin,Visual Richness Bin,science,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
smell.concentration_dfa_exponent,Concentration Dfa Exponent,smell,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
smell.intensity_rating,Intensity Rating,smell,mixed_sensor,computed_metric;metadata_reported;sensor_required;visual_2d;visual_3d,0
smell.pleasantness_rating,Pleasantness Rating,smell,mixed_sensor,computed_metric;metadata_reported;sensor_required;visual_2d;visual_3d,0
social.occupancy,Occupancy,social,mixed_visual,visual_2d;visual_3d,0
social.privacy,Privacy,social,mixed_visual,visual_2d;visual_3d,0
social.sociopetal,Sociopetal,social,mixed_visual,visual_2d;visual_3d,0
sound.amplitude_fractal_dimension,Amplitude Fractal Dimension,sound,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
sound.noise_color_beta,Noise Color Beta,sound,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
sound.one_over_f_slope,One Over F Slope,sound,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
sound.reverberation_rt60,Reverberation Rt60,sound,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
spatial.central_openness,Central Openness,spatial,mixed_visual,visual_2d;visual_3d,0
spatial.depth_contrast,Depth Contrast,spatial,mixed_visual,visual_2d;visual_3d,0
spatial.depth_mean,Depth Mean,spatial,mixed_visual,visual_2d;visual_3d,0
spatial.isovist_openness,Isovist Openness,spatial,mixed_visual,visual_2d;visual_3d,0
spatial.refuge_quality,Refuge Quality,spatial,mixed_visual,visual_2d;visual_3d,0
spatial.room_function.bathroom,Bathroom,spatial,mixed_visual,visual_2d;visual_3d,0
spatial.room_function.bedroom,Bedroom,spatial,mixed_visual,visual_2d;visual_3d,0
spatial.room_function.home_office,Home Office,spatial,mixed_visual,visual_2d;visual_3d,0
spatial.room_function.kitchen,Kitchen,spatial,mixed_visual,visual_2d;visual_3d,0
spatial.room_function.living_room,Living Room,spatial,mixed_visual,visual_2d;visual_3d,0
spatial.visual_clutter,Visual Clutter,spatial,mixed_visual,visual_2d;visual_3d,0
style.bohemian,Bohemian,style,mixed_visual,visual_2d;visual_3d,0
style.farmhouse,Farmhouse,style,mixed_visual,visual_2d;visual_3d,0
style.industrial,Industrial,style,mixed_visual,visual_2d;visual_3d,0
style.japandi,Japandi,style,mixed_visual,visual_2d;visual_3d,0
style.mid_century_modern,Mid Century Modern,style,mixed_visual,visual_2d;visual_3d,0
style.minimalist,Minimalist,style,mixed_visual,visual_2d;visual_3d,0
style.modern,Modern,style,mixed_visual,visual_2d;visual_3d,0
style.modernity,Modernity,style,mixed_visual,visual_2d;visual_3d,0
style.rustic,Rustic,style,mixed_visual,visual_2d;visual_3d,0
style.scandinavian,Scandinavian,style,mixed_visual,visual_2d;visual_3d,0
style.traditional,Traditional,style,mixed_visual,visual_2d;visual_3d,0
tag.evidence_pointer,Evidence Pointer,tag,mixed_metadata,metadata_reported;visual_2d;visual_3d,0
tag.request_source,Request Source,tag,mixed_metadata,metadata_reported;visual_2d;visual_3d,0
texture.macro.contrast,Contrast,texture,mixed_visual,visual_2d;visual_3d,0
texture.macro.homogeneity,Homogeneity,texture,mixed_visual,visual_2d;visual_3d,0
texture.micro.contrast,Contrast,texture,mixed_visual,visual_2d;visual_3d,0
texture.micro.homogeneity,Homogeneity,texture,mixed_visual,visual_2d;visual_3d,0
touch.haptic_fractal_dimension,Haptic Fractal Dimension,touch,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
touch.hardness_rating,Hardness Rating,touch,mixed_sensor,computed_metric;metadata_reported;sensor_required;visual_2d;visual_3d,0
touch.surface_roughness_spectrum_slope,Surface Roughness Spectrum Slope,touch,mixed_sensor,computed_metric;sensor_required;visual_2d;visual_3d,0
